Data,Control
-0.331483907,0
-0.333343589,0
-0.335107146,0
-0.336774069,0
-0.338343878,0
-0.33981612,0
-0.34119037,0
-0.342466233,0
-0.343643339,0
-0.344721351,0
-0.345699956,0
-0.346578874,0
-0.347357849,0
-0.348036658,0
-0.348615105,0
-0.349093023,0
-0.349470275,0
-0.349746751,0
-0.349922371,0
-0.349997086,0
-0.349970874,0
-0.349843741,0
-0.349615726,0
-0.349286892,0
-0.348857337,0
-0.348327182,0
-0.347696582,0
-0.346965717,0
-0.3461348,0
-0.345204068,0
-0.344173792,0
-0.343044267,0
-0.34181582,0
-0.340488804,0
-0.339063603,0
-0.337540628,0
-0.335920317,0
-0.334203138,0
-0.332389586,0
-0.330480184,0
-0.328475482,0
-0.32637606,0
-0.324182521,0
-0.321895499,0
-0.319515653,0
-0.317043669,0
-0.314480261,0
-0.311826167,0
-0.309082153,0
-0.30624901,0
-0.303327555,0
-0.300318631,0
-0.297223105,0
-0.29404187,0
-0.290775842,0
-0.287425965,0
-0.283993204,0
-0.280478549,0
-0.276883013,0
-0.273207633,0
-0.26945347,0
-0.265621605,0
-0.261713143,0
-0.257729213,0
-0.253670962,0
-0.249539561,0
-0.2453362,0
-0.241062094,0
-0.236718473,0
-0.23230659,0
-0.227827718,0
-0.223283148,0
-0.218674191,0
-0.214002175,0
-0.209268448,0
-0.204474376,0
-0.199621339,0
-0.194710739,0
-0.189743991,0
-0.184722526,0
-0.179647794,0
-0.174521258,0
-0.169344396,0
-0.1641187,0
-0.158845678,0
-0.15352685,0
-0.148163751,0
-0.142757925,0
-0.137310933,0
-0.131824346,0
-0.126299744,0
-0.120738722,0
-0.115142883,0
-0.109513841,0
-0.103853219,0
-0.098162648,0
-0.092443771,0
-0.086698237,0
-0.080927701,0
-0.075133829,0
-0.06931829,0
-0.063482762,0
-0.057628929,0
-0.051758476,0
-0.045873099,0
-0.039974493,0
-0.03406436,0
-0.028144404,0
-0.022216332,0
-0.016281853,0
-0.01034268,0
-0.004400524,0
0.001542901,0
0.007485882,0
0.013426703,0
0.019363653,0
0.025295019,0
0.03121909,0
0.037134159,0
0.04303852,0
0.04893047,0
0.05480831,0
0.060670345,0
0.066514885,0
0.072340244,0
0.078144743,0
0.083926707,0
0.08968447,0
0.095416371,0
0.101120757,0
0.106795983,0
0.112440412,0
0.118052418,0
0.123630381,0
0.129172693,0
0.134677757,0
0.140143984,0
0.145569797,0
0.150953634,0
0.156293941,0
0.161589177,0
0.166837817,0
0.172038346,0
0.177189265,0
0.182289089,0
0.187336347,0
0.192329583,0
0.197267358,0
0.202148247,0
0.206970844,0
0.211733757,0
0.216435614,0
0.221075057,0
0.22565075,0
0.230161373,0
0.234605625,0
0.238982225,0
0.24328991,0
0.247527439,0
0.251693588,0
0.255787158,0
0.259806968,0
0.263751858,0
0.267620691,0
0.27141235,0
0.275125744,0
0.278759801,0
0.282313472,0
0.285785734,0
0.289175585,0
0.292482048,0
0.295704168,0
0.298841017,0
0.301891691,0
0.304855309,0
0.307731017,0
0.310517986,0
0.313215411,0
0.315822516,0
0.318338548,0
0.320762783,0
0.32309452,0
0.325333087,0
0.327477839,0
0.329528158,0
0.331483451,0
0.333343156,0
0.335106736,0
0.336773683,0
0.338343515,0
0.33981578,0
0.341190054,0
0.34246594,0
0.34364307,0
0.344721106,0
0.345699735,0
0.346578676,0
0.347357675,0
0.348036508,0
0.348614979,0
0.349092921,0
0.349470197,0
0.349746697,0
0.349922342,0
0.34999708,0
0.349970892,0
0.349843784,0
0.349615792,0
0.349286983,0
0.348857451,0
0.348327321,0
0.347696744,0
0.346965904,0
0.34613501,0
0.345204303,0
0.34417405,0
0.343044549,0
0.341816125,0
0.340489133,0
0.339063955,0
0.337541003,0
